age,income,upi_txn_count,bill_payment_score,mobile_recharge_score,ecommerce_spend,loan_default
35,90055,489,7.759558197614902,14.508944663913825,19141,0
29,9528,293,76.80865413077163,83.59844490934748,20511,0
57,195575,190,72.72924772395685,26.95616932524595,45678,0
27,88291,472,1.6537124560670802,81.47920016358961,6473,0
32,160015,385,76.21084666974374,42.932116693770524,10832,0
58,162510,315,85.83560551590968,99.86114270374541,11002,0
43,14563,51,95.11122009762664,7.703199998411392,46861,1
58,168474,256,99.22485791555754,39.67928814656532,20449,0
34,195650,353,36.428500129483254,8.031644794524507,38305,0
26,16724,476,81.29048307527991,11.839684142765405,13336,1
43,10596,271,28.5664988846723,86.47669920921976,11795,1
56,149854,18,92.71748377359889,90.13868568106571,17245,0
52,118704,454,10.661927280542349,34.55808733486975,38286,0
30,147771,131,99.67337702943814,37.52411324969148,16673,0
34,162779,269,56.10528395238791,38.393922303725894,21196,0
19,152353,116,25.27426687484531,31.1405645044878,12057,0
45,162946,83,57.21468777864003,56.94326830948546,5054,0
44,74846,474,12.705626535767433,10.38737902788105,4257,0
38,41236,273,44.93513167295462,70.85791250649991,14801,0
42,25335,332,29.261272742346534,32.233331180047365,40658,0
55,66194,435,81.40519264214296,16.465468825602958,40533,0
56,183590,415,71.52214760582008,3.6684005394542307,43395,0
50,39174,200,50.78942095312776,81.02058495033356,44158,1
19,132296,451,69.4274746435863,11.180037123393715,28842,0
56,82319,418,25.698593785378108,5.218505779676108,44942,0
22,148111,142,96.45095559916548,15.1243338146966,13778,0
27,101949,4,4.247876663180095,16.009613765744458,23253,0
30,144072,240,71.48559742004092,72.81044923677423,17336,0
50,117459,443,65.97450184066322,22.84362959978751,6472,0
34,160931,13,73.27688349999023,58.73744001258089,7008,0
28,25153,473,99.72045078506791,78.01919294680316,24283,0
40,194029,215,89.58542570085304,57.794974084784286,5906,0
53,128738,371,96.69513923338477,30.01921843056644,26925,0
25,197249,204,56.97046320354099,22.159343043944734,2035,0
55,112922,35,90.95173164450526,18.848804993863865,164,0
57,188678,237,16.474103836327192,4.2150416962934205,16925,0
59,35025,493,83.90914986521054,73.9703134447818,20998,0
35,87244,152,9.770321110107494,61.59320070866687,1637,0
57,102194,83,3.056836734762991,96.98913418817632,47736,0
48,64959,367,53.189095765909975,95.41306030575753,9907,0
30,196951,167,56.43392231821734,79.29124742166476,7485,0
18,99005,31,93.84620531246688,78.93004491081501,27799,0
41,146518,284,62.8745225828071,62.96726518598873,24723,0
54,129401,487,3.325460721260809,24.106533033232346,33210,0
32,33727,336,13.84426344655404,11.976693191088494,34984,1
30,161222,45,71.82379949812842,11.10972088459905,15648,0
18,77109,105,39.795727729576925,67.46739920231619,21966,0
42,29302,136,33.69647878468298,29.58133627513597,49282,0
45,31814,25,69.18810461837496,66.3063049129192,21260,0
59,50278,402,75.63317864801591,77.99622023887794,10965,0
47,138861,203,85.65719023593357,72.18642398950004,49892,0
35,150298,228,99.77843878200648,24.468618812327257,43809,0
55,198550,180,9.843754900099078,97.94205136775996,17373,0
31,131319,174,46.58713086963684,23.871468393506355,28706,0
49,146231,407,16.262829631571705,38.80492700584143,49007,0
43,181420,158,89.03987890805519,91.58906347367032,24395,0
50,139572,125,92.46125323329719,82.6257729332069,5543,0
31,104171,103,72.18531605331123,99.33727881601749,40540,0
52,30068,417,84.49140850182532,32.92434787635769,5769,0
49,112222,65,4.546462720492583,15.782698129979856,33434,0
21,112639,212,45.30147503801884,87.77583421927329,44271,0
27,31088,368,67.91974553522796,87.3243945741321,28184,0
28,45739,449,44.75422354662742,91.70217118805564,21148,0
45,197692,374,0.3745094711284813,53.21574849848356,40711,0
45,123158,453,72.39226711930654,41.17877392077567,45243,0
22,58300,14,96.00126572527186,3.7784221812246277,7407,0
23,57079,319,30.732518098774953,93.85888581772966,21400,0
37,74470,450,24.2329811453739,77.36793464792507,22695,0
59,9505,243,44.89554374782375,97.92482787019853,46250,0
32,148441,273,87.41822332939535,26.344275939680927,10120,0
19,67789,293,40.021909553881116,57.69221385996435,3051,0
20,52557,65,56.51732562239374,44.789134484446315,16066,0
50,50967,384,95.80871875874229,21.676386801040003,39397,0
29,83842,29,55.721904493004395,20.684103814356124,13601,0
56,110605,386,61.04118607605711,73.06720122398758,36176,0
27,131252,318,27.77640494772551,32.981580885636106,23398,0
26,170605,310,40.35894707651476,40.43746995708203,5091,0
55,95829,25,21.24147325232152,20.832691772804147,3656,0
35,167402,267,40.13971163126943,56.152459877314506,42886,0
35,130668,382,41.7917684831438,24.589793352648105,1250,0
41,108157,241,44.12458764311774,67.11124983744358,49333,0
24,27728,118,34.664043196319284,20.15141254241084,18940,0
50,110548,116,61.21498216133902,54.92512713778943,14088,0
59,54454,34,61.64793585412445,18.651101250405976,38936,0
34,163870,351,40.68641075392998,26.197556427851755,18688,0
19,99954,78,84.75647962784947,75.89319486146815,30848,0
59,181312,479,11.105244437810935,72.27620328396968,43046,0
39,21944,177,7.661981392964867,47.30351250837003,2953,0
28,117588,189,15.426427106515007,33.4196711536849,22993,0
54,97170,180,20.690289485090574,79.56413448854566,29717,0
27,38273,263,87.87501388344936,83.57422452246527,39034,0
27,129132,320,61.550855526504314,10.088202805345968,7017,0
35,68985,148,20.908484215873003,45.31567443050265,40280,1
25,44368,328,25.166443504547075,42.95491235206755,15494,0
56,164405,282,21.52327321057327,32.4027955633848,22721,1
35,153749,241,58.37322501601248,40.30354889346852,49282,0
53,83276,271,86.08550280434487,75.32134387388773,40920,0
55,112294,55,34.7558327311602,61.47573887406486,43624,0
30,104171,498,39.19561401421522,51.33940092085156,7296,0
21,163732,213,54.99884158659529,41.34165751739087,19504,0
18,141148,342,61.40436069725636,51.02626462206492,32406,0
23,162288,21,58.879452918022956,31.119244435437654,14333,0
54,172772,127,92.40819340907635,96.94728204271883,15015,0
46,160308,359,87.2146859858875,86.18151761459075,45704,0
49,164978,115,71.82728321618272,26.476717374475434,9145,0
26,65353,60,12.77427635426891,0.4972485322349174,6105,1
55,76285,78,7.3360759516919565,19.583924189423374,36541,0
34,103614,367,33.54766105608697,8.235299033675814,10960,0
58,29387,476,97.71877391324183,11.131432147755016,9560,0
21,94861,301,89.822919316283,33.37148484757929,15303,0
24,151375,13,67.40229943935935,13.33965889408093,31644,0
23,85952,422,20.94198168002809,97.0076618910001,48322,0
56,177964,157,79.74889777130171,59.58075323899696,6109,0
21,9238,438,82.34530537593207,98.1727217381659,5620,1
52,143542,499,77.68313694482886,37.14169119932321,31040,0
19,13397,85,16.76219707554013,83.77574453503394,4190,0
23,22071,13,74.08093647327442,60.14711008812073,15735,0
19,27874,35,64.57103447456373,98.57447020100294,22787,0
23,119800,157,8.13903166329829,1.1432676672204045,26090,0
49,70185,489,25.641836957542065,89.12294410314674,41232,0
36,89227,343,20.572482752966636,31.168325684596134,33181,0
55,53950,427,27.399060047259006,50.51167184706744,49192,0
22,11449,135,82.01536586856479,87.97980573119195,31533,1
54,112847,78,1.2388321903755828,39.939534804355084,34889,1
32,32657,24,96.60970640879096,88.51049850905204,28949,0
49,9607,67,27.25942863799854,57.830762947058034,27990,0
46,13462,96,98.56336200877041,88.23965347663638,24491,1
45,122688,62,40.88138900734103,69.27815064283436,17426,0
41,137860,470,34.12020723921535,66.19177301579263,17978,0
50,157151,442,78.99482697670385,6.423524805742087,33736,0
28,34720,146,25.267962773934904,32.71916058289129,48838,0
19,151269,287,79.02157615519442,47.72776325332353,7389,0
37,189374,264,60.868876052931796,15.265298000060701,7127,0
58,40743,218,5.014402307181021,39.66087993343448,36180,0
33,146232,478,86.85043905967709,86.44129910669285,28357,0
33,69934,38,74.80540690881162,9.153511748280573,2446,0
41,56951,48,1.5774389771445962,82.39850584517123,6499,0
25,27673,50,94.07170796391084,66.34583230160925,48587,1
29,120878,359,15.62613398113556,53.552588269559955,32815,0
52,151936,314,26.879709616697756,99.86984818412868,40699,0
59,150916,402,97.10724586278197,97.92381683199845,22539,0
29,151907,125,97.20420941766236,14.278485013956466,22322,0
51,41519,96,78.09744007180524,36.66671778746331,25656,0
22,112471,220,26.509140192744994,57.0560051740898,11273,0
50,146966,125,64.5916526405514,98.59719439503436,44179,0
42,108782,483,95.48897100092579,48.33543030588989,42727,0
23,135716,65,12.938093106754122,51.10088356826128,13068,0
33,44136,473,57.66733177592012,82.62692391746262,15990,0
37,126209,35,78.17222659879597,1.5415166076539255,23729,0
37,106979,381,8.584227762058227,72.99156295125776,33922,0
44,110020,122,99.01097837349171,77.77915804196904,34421,0
43,70325,0,13.669507448903628,55.13305496923012,34003,0
47,169466,60,29.233331128338246,33.03110053968466,48274,0
18,170088,122,37.43361536967396,27.208415757797766,43406,0
56,106837,401,21.975030016687946,6.477219952520175,34626,0
19,191321,440,58.17806109257212,32.342735532221525,46903,0
51,139809,245,62.107408847043374,91.66262819779791,339,0
31,122286,491,71.79795340203849,31.101033848926008,42095,0
19,123637,15,98.2482651061107,66.5404792638254,25532,0
59,17495,370,98.95648082378068,15.76886720731473,30346,1
33,126833,84,42.530815030115335,60.407210059906355,20405,0
31,161426,250,40.40201028628135,1.6169539954519752,39825,0
47,174804,174,23.57531800047834,33.08668970457281,19116,1
33,84620,227,58.01763697965339,66.17651547273958,23550,0
37,78227,172,7.868365694189783,42.615154845072375,5919,0
43,156748,348,30.63810369362896,47.00202095726967,40670,0
25,173819,200,52.53587684736038,11.468931781075863,36814,0
59,188618,420,63.739085037329936,88.13248894649517,11101,0
55,128918,436,67.27125264867702,78.42857717404688,24371,0
22,192688,142,13.08635259433787,65.95303190299806,34234,0
25,49247,94,16.177335638470325,36.93209442116756,9996,0
36,24025,52,16.03446439051657,8.54668014874813,37630,0
20,107423,196,20.852754029918774,76.5063431365564,45463,0
46,94706,169,39.08758490358285,8.970795143963105,30609,0
24,184239,485,43.84288920111806,55.22150680546295,22560,0
20,32067,355,12.655634299423824,38.562059738609186,29328,0
37,105421,277,89.04222037791652,27.000499646501396,40151,0
39,97432,137,98.63629016968811,52.20234176643487,11251,0
41,62715,491,64.28840149912529,56.51226709830504,39095,0
59,89443,245,3.9986128797840803,47.90237316091739,11332,0
55,172562,71,32.20322059754871,56.27955352082512,41043,0
54,195160,220,28.431968697829145,71.46917339147569,33193,0
21,93895,95,99.19266183081108,34.53966620635961,17684,0
35,59116,447,85.5308368184012,58.295294936452024,10731,0
50,186483,350,84.98714285610546,84.49400420187747,30808,0
27,137774,307,40.134800423851814,71.88640728838108,45222,0
49,186666,412,93.17829932762533,10.749863710942908,42026,0
59,161207,336,21.842312866305956,60.29476306906042,43774,0
54,103619,253,65.98133202880598,72.12051249619437,41719,0
38,173625,365,72.88221800927455,74.77766382721008,35398,0
23,139310,464,92.13975880001964,63.9616732432062,42517,0
32,85179,299,59.1528797355373,73.4064035023108,38629,0
26,102792,398,15.079281583235149,83.59491109115683,33337,0
36,97848,15,25.88887419705045,75.45233074255646,47177,0
52,64317,42,18.097306397800228,79.72590256481075,43578,0
23,58317,390,66.18905547009003,55.043038794712054,47861,0
46,177451,398,8.33775628986283,83.7289859058485,31676,1
21,63535,360,69.823298981313,92.618892143945,25282,0
34,32507,201,30.60591982161759,21.779911511642158,24930,0
40,137128,274,93.08436696831946,57.01269748289145,16910,0
52,166404,234,0.5634759861429139,2.979976372958326,43501,0
34,60077,41,51.63663185485369,9.477089159201956,39878,0
18,118174,216,13.706794254044807,17.320363075991207,43908,0
31,23993,284,21.33465745601265,32.53904235612395,45852,0
54,45596,68,61.32833468418987,76.16749053941835,12631,0
18,127942,144,16.158750175806823,82.29806253142905,47376,0
46,28501,165,34.29196586298794,19.363342538021378,45489,1
22,181725,150,20.633887858208887,14.506539464042357,23797,0
37,37379,404,54.2701247256645,79.90103713523587,50,0
36,152177,123,52.10961795801254,97.69314167973153,38516,0
24,48800,460,95.24206947534563,82.37976154350342,10922,0
20,20089,344,43.070533169840516,47.334588092761834,20429,1
40,79895,28,32.36627810358003,48.13103785582933,9332,0
40,49936,188,0.25275498319089484,10.11510579184286,8109,0
23,190495,22,21.349739391099586,29.143908330212774,36651,0
39,24689,51,37.5497241321621,11.074850783050906,40363,1
48,198387,66,21.321419566014445,68.81103992506516,12442,0
27,27504,270,89.18679837510811,97.11744051399582,49330,0
18,186054,308,47.849085989521846,53.76057067264131,15389,0
24,80795,112,52.751451988854484,33.42152933707598,11230,0
24,35050,477,46.80654604262312,21.748435386297803,11157,0
43,22962,474,52.14220423483239,77.89885058996087,24852,0
38,163522,30,66.52041034810672,71.27180029585496,17504,0
45,160875,298,43.50119274374752,62.325750967313134,21134,0
33,77123,327,80.37519743040816,55.29755860174398,22555,0
34,129657,126,33.956484556352876,31.084615551739326,44349,0
27,47222,411,97.84566721842839,37.504069824021,31217,0
18,160955,2,88.72910017773295,1.0965916056447256,18212,1
31,145166,201,84.77902703628743,86.38667559882083,39300,0
59,50616,89,78.63095527102799,89.0105473442704,42351,0
27,130377,200,84.9543759554122,49.982225774858904,35899,0
55,29125,398,68.12556301868749,64.56041128446273,22580,0
40,98155,307,40.03938543836523,1.1855293210243922,47150,0
41,71576,173,81.74809350901403,53.372066135208065,43185,0
45,50325,55,55.80489756294875,5.661497313472341,29097,0
55,149019,184,67.34208002468705,1.8348661673632582,23653,0
58,106354,308,69.55044360155284,57.50615588163682,47738,0
23,23839,20,31.189014980442455,44.373827741116436,20614,0
59,82134,307,53.3741980777665,45.243449511754996,47796,0
49,111716,145,64.75077574012373,13.636565385124133,43862,0
20,37692,486,23.762121756042042,50.32704481005844,24085,0
45,118764,223,70.86204004351309,6.244935566678178,19192,0
47,76382,417,17.17311629018692,6.52699924503275,12775,0
32,31958,179,89.97748345593261,11.815554994445431,37538,0
44,107341,98,92.05541713797227,93.49117945152088,38930,0
21,155107,76,48.22515923024244,57.207540403543135,29425,0
37,115721,375,1.009040502188152,68.91572317245083,45167,0
42,47599,391,73.51839435513237,21.583676813024887,43586,0
30,93227,276,32.14212778116706,76.35512340593853,4838,0
37,51199,292,58.212137081983606,86.68735827991789,30566,0
35,152010,85,43.25742650033506,25.536562652029993,14201,0
18,20873,372,36.00654935507283,42.053769006887656,19952,0
24,189871,484,44.41442022201196,63.443994116835235,20739,0
26,93823,29,83.96244958615607,42.600081050240945,10686,0
42,164113,421,98.13282911384428,51.83151152025223,46105,0
57,27322,66,57.92200352275578,4.226899423593455,36843,0
56,9658,291,57.740944829381725,41.78218528371196,18201,1
53,22999,383,97.46718955162564,23.309407086205635,4366,0
48,106331,135,67.44410713668685,40.373300410493016,1264,0
53,142942,302,81.69684504748761,65.35607255451929,605,0
24,152075,249,16.966108125671887,48.39907503325399,16782,0
31,178114,49,96.88593354677884,69.49674606058467,17328,0
31,53389,19,16.983943330124795,10.63058213129514,17580,0
19,15084,167,97.73889432082407,5.20891879622577,49004,1
19,25333,436,77.42605684324514,71.25779432472608,11945,0
55,198498,306,96.953254153502,17.3639312625412,23360,0
20,12333,279,47.92760802938882,72.87106850897787,20195,1
53,120265,167,68.48544791789159,93.24459556850147,31558,0
19,48264,46,10.493918032794946,2.2346788426857334,18065,0
41,149078,139,20.247856414138,66.82594372081745,3143,0
19,170372,414,71.02728485692496,67.79109458462668,27606,1
25,195494,140,28.18256790996847,38.20348304112709,39421,0
51,139960,86,67.27733147291075,92.45702196867337,11075,0
34,17950,293,24.14642281992161,6.231772504918565,37097,1
23,104307,14,14.026721345916894,53.764846398767915,8039,0
43,24057,286,5.850123287463582,58.83138454914718,13457,0
28,148940,114,72.5853084338395,79.02827353728418,48055,0
52,53330,182,29.730059922563935,47.05414860459752,24893,1
57,56281,236,50.4176820338043,84.91366361611222,3669,0
45,63333,141,95.89046048452052,83.75627346763238,41800,0
23,99200,280,31.650704887502666,96.63184919070996,47568,0
54,47632,438,58.17855261945254,9.954803850888204,11008,0
56,144243,373,84.03362382210831,14.830173480774711,20236,0
44,33688,392,18.976355814601085,92.65006190442213,17413,0
58,172818,5,83.96293875689919,36.03781215565696,29851,0
27,188361,241,89.72041309317915,43.87622206516297,27410,0
20,94569,395,31.120535932830794,85.00398549931936,38196,0
19,141661,8,20.74592014798784,43.30049301124801,3415,1
46,61987,305,73.41495973041509,93.79109534243433,39612,0
34,66945,359,33.91736200022441,43.626886111556274,27260,0
34,170650,390,72.88341471223035,44.136007868562146,5983,0
35,199269,309,26.57463761866614,9.483043884410137,40677,0
48,61619,264,74.67704446194291,32.546898867662264,38087,0
21,44894,101,95.86977413653985,2.1439866623113257,22300,0
47,48285,465,32.68203062517321,17.24518398764654,22615,0
20,80265,305,69.09205700711951,42.13398166110483,49948,0
30,92600,345,44.729153987262805,79.01658159309495,21868,0
30,164439,78,29.151385834435338,23.440574440825902,21554,1
43,18728,380,91.15796012522189,37.94453868809514,21545,1
42,42103,293,53.64295458983578,83.53623541788924,38062,0
21,70979,221,92.72656326314092,93.19026844206033,14548,0
38,156079,84,63.634431531808936,50.00923357822332,9458,0
35,175599,41,33.90285497439097,57.141139304423426,31740,0
59,173154,421,49.33002162389592,29.599262514396695,7015,0
32,20588,198,65.18854238829952,3.8665561847589514,24256,0
30,197551,348,92.12481483276946,30.614865091857478,2506,0
57,52840,264,67.94085575951298,56.54434995653427,43202,0
51,67231,48,43.07166216080104,50.1702984176349,21661,0
44,139642,308,64.42414008259819,2.0340831067600984,28792,0
22,32198,273,87.26366876911979,29.734374754004566,46042,0
45,108353,211,31.82765461194804,62.11334068483314,12028,0
57,27631,428,58.8486163711026,53.72055563862999,37377,1
35,186352,263,23.263148640963838,80.59825889716998,28950,0
46,153306,420,33.56941423103841,52.98863139801888,16447,0
55,12858,427,36.05849765882467,87.24556312513081,4539,1
44,110207,244,73.36884592758568,36.598690100280706,37574,0
50,179147,492,72.39998741195626,55.09892444962233,14385,0
58,144203,334,27.96614070149861,60.972404752229245,13603,0
51,50320,38,89.55714790830763,35.454420626432814,891,0
53,28932,96,14.081186209299945,91.73031454640505,22778,0
43,163304,434,31.2234520416504,28.501790925956826,10052,0
21,77690,218,38.396012631737854,77.08984043188025,12523,0
32,179448,137,10.790571722297615,93.50766159804688,12876,0
38,164565,109,95.99281205835015,33.50491709384824,20373,0
26,59884,34,72.95099999587671,20.707217539024334,26104,0
49,143815,247,62.588664433048415,81.78233249204561,41908,0
56,147291,422,49.3891352206248,61.86873497119713,36881,0
28,88543,231,99.05652127567348,28.039417859035055,13042,0
52,198702,333,32.18913425339639,34.69670756244838,48017,0
33,112152,161,44.24709269935184,15.545229215645728,41164,0
42,183206,201,47.125071662352816,2.6770585703127847,16024,0
35,72005,321,86.47902219998954,69.46720036441995,21458,0
31,130688,171,21.52727732896714,27.943517031356315,16786,0
36,185480,70,44.41725847678105,66.15645681734054,33539,0
29,34245,81,81.48670149654463,92.73326151740112,21698,0
58,147111,323,64.69283410982469,55.42952115087567,35745,0
56,39275,485,49.49521337049916,94.5737959402294,3372,0
40,126493,216,54.96696690036911,46.699145390181485,4626,0
45,13443,222,94.61975264800317,99.74149326174252,2223,0
26,156579,498,83.11347654036959,28.20423547896711,34171,0
30,118104,227,13.115622396525872,96.92946620490801,37748,0
22,159953,106,79.99470485848819,83.42555035851719,8697,0
33,173560,285,88.66226500163916,71.72906814705706,1071,0
36,49410,385,34.7028025325636,53.825274634476564,41041,0
39,61096,282,39.96384824939357,18.89138564336954,26578,0
27,149779,408,35.64178551577876,60.10767990063927,38553,0
24,169680,465,23.03146753898455,25.30422058198962,18506,0
33,100662,282,28.55876797940563,65.35622219580249,10939,0
57,158338,129,96.86629131467376,67.21486869324072,18268,0
51,105357,465,35.89347602530483,40.52695702327367,22184,0
44,51030,293,23.50287871181337,42.200525084572305,43805,1
18,123603,117,68.34161322937092,60.60100737471432,25692,1
46,164647,391,47.24603288539476,49.16133448403307,6846,0
48,38996,386,24.684890529825132,30.924851762514137,22970,0
38,69915,252,74.67216016840621,10.985975705273344,3760,0
56,193576,432,29.819729815092945,84.51072990054122,26521,0
25,173693,217,60.93121919068607,4.833890417809295,27979,0
26,100930,181,14.357746344859523,66.10270582343671,12247,0
33,195593,362,61.28553615653188,68.82846703680079,45724,0
23,80495,14,55.747454897565376,64.39423053359104,3323,0
33,128801,48,68.17968112843865,44.9481965185428,10847,0
26,21155,28,72.33586117188129,38.168830574899594,35094,1
24,47605,108,1.5607436655260876,21.057778202918676,31177,0
51,119513,406,7.227417004119985,74.46407963452062,44084,0
24,30152,258,92.60620645176425,79.82038257439419,38997,0
45,197932,397,45.31363314784996,31.52386284010211,49994,0
51,181714,294,51.22847430502131,78.9438398815455,6678,0
41,94940,111,29.095843051796166,79.43523292476752,37632,1
31,24489,481,8.566419404697289,94.68673974959648,27312,1
54,68046,307,7.298373961376948,86.51691581432587,40389,0
19,122430,462,24.691649510879042,97.71453328004058,47719,0
47,199084,8,18.93337534970705,21.15205177442274,25223,1
35,166554,465,10.221131492062252,14.285842886649247,16628,0
53,104355,212,95.41537271191778,99.04657320615765,14253,0
31,73623,216,31.813253133349086,95.6527749078009,49314,0
59,75957,195,13.554101309083677,41.58164125952262,1217,0
40,107806,420,68.00568748548973,93.8378737084061,20742,0
30,152599,283,21.291728560430567,7.878207100391432,1903,0
55,139114,241,14.585913400915029,95.48392096765598,28859,0
33,44345,166,81.92710281435983,77.45041063553268,3892,0
34,24119,361,49.01114766364554,8.658735817935026,33063,1
29,194502,492,56.82083407874908,81.4210898382868,37122,0
44,46250,305,33.81079912597027,10.735397464609964,43442,0
52,166178,485,1.367765110464414,35.51332153157907,29233,0
56,82710,88,8.475947327532186,74.16088339433384,23354,1
48,120363,152,62.886058534450214,76.21711054836778,23663,0
30,176561,251,58.13848953365112,90.86555613403597,47553,0
54,136536,367,96.59029918658109,47.35301628464783,47229,0
48,33933,476,27.146066302099094,29.1658770500937,44585,1
20,31439,82,17.441054321641502,58.90389406083405,44917,0
21,180268,17,12.130470456516363,17.551145246549616,36892,0
38,122679,449,49.045952515748795,7.411917438595806,12643,0
50,197142,443,55.92943876453004,67.17679604563625,11712,0
44,131295,466,22.10351432672849,2.81016836176442,15586,0
49,55878,210,72.72646585927497,83.10120604856692,9684,0
24,198628,214,20.074494916952958,41.152121943422095,45562,0
37,35424,167,87.58857213669513,52.428598337475115,11226,0
22,177180,9,88.48030809601958,72.37952301747855,48348,0
29,148415,186,32.244127081663635,56.91747911964067,16588,0
55,148596,51,51.60508223417928,34.59724878070259,8103,0
23,196059,414,10.349750359356769,25.350618892501465,15029,0
34,78053,264,20.462547255901985,68.2837266028899,43673,0
44,85219,353,76.06825135390388,4.82441231365417,44938,0
35,58734,488,25.48819564111836,81.36278802229802,24260,0
46,79257,231,52.22789862889461,51.63287225086414,49554,0
36,190461,90,13.91966134168856,58.02189636905405,2675,1
58,14544,125,37.91239107052217,93.41464150461124,1694,1
28,121057,112,74.59221194922738,62.60772910561319,37349,0
48,180324,107,83.15694983648616,59.14499314430248,31353,0
42,34534,321,98.03220727278259,61.6291790254461,33650,0
42,175011,143,91.72215451421782,78.09959810281724,6372,0
28,183616,268,65.18649476671875,74.28532311143964,5063,0
33,74794,286,75.33881149198358,97.07909905690295,30132,0
25,8637,40,74.15401369476332,33.54922059669888,36440,1
40,40202,32,78.34685514383158,97.47369441016157,13235,0
50,116227,398,93.07112223325436,76.22325620441929,33348,0
52,45242,213,76.53519939196538,89.56692126378931,37096,0
59,76309,366,33.217345953135705,0.9205667390642991,44542,0
41,188948,303,83.70744458190946,55.03023934359592,28502,0
36,148334,391,11.929958060181246,10.280856173585395,13570,1
55,79602,398,36.124279404101046,86.20177161300168,27839,0
43,68760,9,28.70031055091986,91.04716261712841,39673,1
44,59761,406,20.167143486749563,7.439568576418488,7806,0
48,14220,376,79.99481482923824,98.0917728178832,14316,0
18,82492,165,33.68499969353766,10.401725179510212,31510,0
24,127454,215,44.257080666170936,69.08076243060684,18021,0
36,101938,165,58.551404248107964,34.809554750787406,7597,0
20,14107,160,48.94491986855394,48.86861951261473,13138,0
18,26632,443,86.33451045230606,15.916473808865394,10340,0
59,157532,152,83.32217713715005,80.23605509824779,28610,0
55,72022,420,1.929913222698476,65.34319241743621,40868,0
50,40800,134,22.349875435464426,84.72094875733886,32532,0
34,150135,49,84.09248945898514,14.62214884605273,6203,0
24,101095,172,88.02912630134301,96.4145795865558,49831,0
19,114446,148,0.02406697429022664,80.54737346798248,9864,1
36,66001,83,44.2060710394223,62.863554656970244,27607,0
47,103849,171,45.49350717974446,74.77652771400322,18429,0
45,153919,87,55.1704752595235,31.674864865021192,9127,0
28,89163,396,97.46092108632416,68.88664844255561,32333,0
19,32259,459,30.3478698013819,78.29846495760292,38230,0
20,131273,170,18.595209800080468,30.27105691242712,29482,0
53,47191,181,93.82353222556326,4.429272058209277,9260,0
28,181889,32,66.24968731842785,37.12276477574306,5614,0
53,69926,217,45.88413396027832,21.626955760190803,46828,0
34,161552,205,43.354310280380105,46.71741333524465,23385,0
39,153743,93,6.055225624126059,68.68212159922959,3299,0
21,68805,281,22.44252224955331,51.02268271991949,21285,0
36,122090,436,97.29019711967062,46.543897060032315,12215,0
41,117640,214,75.66024982938546,83.24894744194485,13582,0
59,52350,18,70.0159692073135,67.37638346297746,27924,0
34,38353,80,33.25734918766236,94.48890262149536,5432,0
22,149367,118,81.54294940115683,91.83683147501229,10789,0
43,72014,143,31.938411683368518,58.63641413229526,33207,0
21,15466,39,87.51872134587289,34.71668396742926,36317,0
53,11543,422,92.98010863077228,86.74231218347286,6751,0
43,59481,35,81.33433290451083,9.875296868168837,15563,0
31,171424,237,54.239396426839946,22.220720699598196,48990,0
39,136345,333,64.2717154745558,45.80146243159459,34157,0
30,18040,310,95.71241956855602,4.6279879489247495,9131,0
55,100162,210,62.86321599028497,85.77589578071112,31415,0
52,105229,186,87.43870373028095,59.87351128290642,4089,0
39,51237,282,57.56613962717123,59.41355839737954,34980,0
26,17554,425,93.90813048870201,27.188832191852462,48167,0
56,25038,203,85.12888392975148,43.33669486968349,29602,1
21,105081,76,75.32364143087608,42.53552743286837,20760,0
52,166334,57,47.99830655289917,82.71501955038771,16626,0
29,156293,251,27.753898614396867,83.1865870073205,1432,0
40,81967,138,54.08122824824353,71.88142666942387,34930,0
24,187788,178,45.50326191219944,2.797189727535898,5243,0
29,112448,160,69.21797335437422,50.62392665971579,15935,0
58,54032,451,94.99248239140546,2.7689886758775373,552,0
51,187809,87,53.789108298501176,35.506399616488416,42124,0
52,114134,437,23.592011047338367,37.417109359158005,34527,0
27,30592,68,69.57452483567053,77.4020922965081,24154,0
39,76225,494,49.82116867122437,89.28306262632394,48426,0
27,142646,224,67.84686165046233,81.88549607630752,49711,0
49,153895,470,71.92685059486148,12.652691404907568,20553,0
51,154595,70,98.69036664352556,88.6932396317172,1199,0
41,171509,374,15.240692003788137,13.808365660200906,22612,0
18,128270,450,96.15789710389159,57.84732510018857,5024,1
25,42510,77,19.04501556075189,98.25924720105878,46546,0
53,77939,433,42.35240923010226,18.63334763444073,17379,0
35,136070,174,27.16946161692593,35.190505575866084,26871,0
22,165451,203,87.6429274842435,84.31991416236852,6590,0
53,77353,309,17.311502592884487,25.797083965879853,42750,0
49,25341,420,70.6529632303191,76.05020044172399,49849,0
19,119794,266,45.458350557520944,49.24107867153719,6192,0
57,41924,494,34.03315084392068,59.6879287336172,28038,0
47,116546,213,77.55190805238095,80.88230999827948,31279,0
24,87763,88,10.659744982935004,11.687138622040184,14887,1
56,36491,208,42.98176981413819,6.307517434296672,22149,0
28,155665,295,61.26685297394794,80.61118176584048,41295,0
29,58728,499,60.98655479010957,44.33067933697404,9327,0
43,102436,149,63.19574653900288,55.69675337604484,1624,0
30,81065,173,63.32835136396881,18.323071874215557,3947,0
55,112971,215,8.827819296840945,99.58564291781623,15029,0
56,38066,205,91.94296005584076,35.35482225634551,17071,0
